,language,source_language,e
2892,middle armenian,Northeast Caucasian languages‎,2
2892,middle armenian,Old Anatolian Turkish‎,2
2892,middle armenian,Old French‎,2
2892,middle armenian,Old Ossetic‎,1
2892,middle armenian,Ottoman Turkish‎,9
2892,middle armenian,Persian‎,43
2892,middle armenian,Romanian‎,1
2892,middle armenian,Semitic languages‎,1
2892,middle armenian,Tatar‎,1
2892,middle armenian,Turkic languages‎,6
2892,middle armenian,Zan languages‎,2
2894,middle bengali,Classical Persian‎,12
2894,middle bengali,Persian‎,1
2894,middle bengali,Portuguese‎,3
2894,middle bengali,Sanskrit‎,4
2898,middle dutch,Ancient Greek‎,1
2898,middle dutch,Late Latin‎,1
2898,middle dutch,Latin‎,25
2898,middle dutch,Medieval Latin‎,2
2898,middle dutch,Middle High German‎,1
2898,middle dutch,Middle Low German‎,1
2898,middle dutch,Old French‎,40
2898,middle dutch,Old Northern French‎,3
2899,middle english,Anglo-Norman‎,425
2899,middle english,Celtic languages‎,3
2899,middle english,Ecclesiastical Latin‎,2
2899,middle english,Late Latin‎,19
2899,middle english,Latin‎,171
2899,middle english,Medieval Latin‎,45
2899,middle english,Middle Dutch‎,28
2899,middle english,Middle French‎,154
2899,middle english,Middle Irish‎,1
2899,middle english,Middle Low German‎,15
2899,middle english,Middle Welsh‎,1
2899,middle english,Norman‎,1
2899,middle english,North Germanic languages‎,2
2899,middle english,Old Danish‎,2
2899,middle english,Old French‎,1580
2899,middle english,Old Norse‎,156
2899,middle english,Old Northern French‎,30
2899,middle english,Old Occitan‎,2
2900,middle french,Ancient Greek‎,4
2900,middle french,Arabic‎,1
2900,middle french,Ecclesiastical Latin‎,3
2900,middle french,English‎,1
2900,middle french,Frankish‎,1
2900,middle french,Italian‎,15
2900,middle french,Late Latin‎,9
2900,middle french,Latin‎,179
2900,middle french,Medieval Latin‎,9
2900,middle french,Middle English‎,6
2900,middle french,Old Dutch‎,1
2900,middle french,Old French‎,1
2900,middle french,Old Occitan‎,9
2900,middle french,Old Welsh‎,1
2900,middle french,Ottoman Turkish‎,1
2900,middle french,Polish‎,1
2900,middle french,Spanish‎,3
2900,middle french,Vulgar Latin‎,2
2901,middle gujarati,Sanskrit‎,1
2902,middle high german,Latin‎,5
2902,middle high german,Middle Low German‎,2
2902,middle high german,Old French‎,2
2903,middle irish,Ancient Greek‎,0
2903,middle irish,Anglo-Norman‎,2
2903,middle irish,Biblical Hebrew‎,1
2903,middle irish,Latin‎,24
2903,middle irish,Medieval Latin‎,1
2903,middle irish,Middle English‎,2
2903,middle irish,Old English‎,4
2903,middle irish,Old French‎,3
2903,middle irish,Old Norse‎,6
2903,middle irish,Romance languages‎,1
2906,middle korean,Early Mandarin‎,4
2906,middle korean,Jurchen‎,1
2906,middle korean,Middle Mongolian‎,3
2906,middle korean,Old Chinese‎,1
2907,middle low german,Latin‎,2
2907,middle low german,Middle Dutch‎,1
2907,middle low german,Middle French‎,2
2907,middle low german,Old Norse‎,1
2908,middle median,Middle Persian‎,2
2910,middle mongolian,Common Turkic‎,1
2910,middle mongolian,Old Uyghur‎,1
2910,middle mongolian,Persian‎,1
2912,middle norwegian,Latin‎,0
2912,middle norwegian,Middle Low German‎,6
2914,middle persian,Ancient Greek‎,3
2914,middle persian,Avestan‎,2
2914,middle persian,Bactrian‎,2
2914,middle persian,Elamite‎,1
2914,middle persian,Gandhari‎,1
2914,middle persian,Parthian‎,1
2914,middle persian,Sanskrit‎,1
2914,middle persian,Sogdian‎,1
2914,middle persian,substrate languages‎,1
2917,middle welsh,Old English‎,1
2917,middle welsh,Old Irish‎,1
2930,min nan,Cantonese‎,3
2930,min nan,Dutch‎,2
2930,min nan,English‎,6
2930,min nan,German‎,1
2930,min nan,Japanese‎,74
2930,min nan,Kapampangan‎,1
2930,min nan,Lingao‎,2
2930,min nan,Maguindanao‎,1
2930,min nan,Malay‎,24
2930,min nan,Portuguese‎,1
2930,min nan,Spanish‎,1
2930,min nan,Tagalog‎,6
2930,min nan,Taroko‎,1
2930,min nan,Tausug‎,1
2933,minaean,Aramaic‎,1
2934,minangkabau,Dutch‎,2
2934,minangkabau,Indonesian‎,1
2934,minangkabau,Malay‎,2
2940,mingrelian,Abkhaz‎,8
2940,mingrelian,Adyghe‎,1
2940,mingrelian,Ancient Greek‎,8
2940,mingrelian,Armenian‎,1
2940,mingrelian,Georgian‎,57
2940,mingrelian,Kabardian‎,1
2940,mingrelian,Old Armenian‎,6
2940,mingrelian,Old Georgian‎,12
2940,mingrelian,Ottoman Turkish‎,5
2940,mingrelian,Persian‎,1
2940,mingrelian,Russian‎,4
2940,mingrelian,Svan‎,1
2948,mirandese,Andalusian Arabic‎,1
2948,mirandese,Arabic‎,1
2948,mirandese,Ecclesiastical Latin‎,1
2948,mirandese,Late Latin‎,2
2948,mirandese,Latin‎,6
2948,mirandese,Old Portuguese‎,1
2949,miraya bikol,Spanish‎,4
2963,mizo,Bengali‎,1
2963,mizo,Proto-Mon-Khmer‎,1
2967,mmen,English‎,1
2969,moabite,Hebrew‎,1
2978,mogholi,Persian‎,1
2980,mohawk,English‎,4
2980,mohawk,French‎,8
2981,mohegan-pequot,English‎,9
2988,moksha,Indo-European languages‎,1
2988,moksha,Russian‎,10
2988,moksha,Turkic languages‎,4
2998,mon,Arabic‎,1
2998,mon,Burmese‎,19
2998,mon,English‎,5
2998,mon,French‎,1
2998,mon,Malay‎,1
2998,mon,Old Mon‎,9
2998,mon,Pali‎,48
2998,mon,Sanskrit‎,19
2998,mon,Thai‎,5
3000,mongghul,Chinese‎,0
3000,mongghul,Tibetan‎,4
3002,mongolian,Arabic‎,3
3002,mongolian,Buryat‎,1
3002,mongolian,Chinese‎,45
3002,mongolian,Classical Mongolian‎,7
3002,mongolian,Classical Tibetan‎,1
3002,mongolian,Common Turkic‎,1
3002,mongolian,English‎,5
3002,mongolian,French‎,2
3002,mongolian,Georgian‎,1
3002,mongolian,Japanese‎,3
3002,mongolian,Korean‎,3
3002,mongolian,Latin‎,0
3002,mongolian,Manchu‎,2
3002,mongolian,Mandarin‎,19
3002,mongolian,New Latin‎,0
3002,mongolian,Old Turkic‎,1
3002,mongolian,Old Uyghur‎,1
3002,mongolian,Pali‎,0
3002,mongolian,Persian‎,6
3002,mongolian,Proto-Turkic‎,4
3002,mongolian,Russian‎,169
3002,mongolian,Sanskrit‎,9
3002,mongolian,Sogdian‎,3
3002,mongolian,Teochew‎,1
3002,mongolian,Tibetan‎,14
3002,mongolian,Turkic languages‎,4
3002,mongolian,Written Oirat‎,1
3004,mongondow,Malay‎,1
3011,moore,Arabic‎,6
3011,moore,English‎,2
3011,moore,French‎,96
3011,moore,Hausa‎,1
3013,mopan maya,Spanish‎,1
3017,morelos nahuatl,Spanish‎,7
3022,moroccan amazigh,Arabic‎,2
3022,moroccan amazigh,French‎,1
3023,moroccan arabic,Arabic‎,10
3023,moroccan arabic,Berber languages‎,12
3023,moroccan arabic,English‎,8
3023,moroccan arabic,French‎,56
3023,moroccan arabic,Italian‎,3
3023,moroccan arabic,Late Latin‎,1
3023,moroccan arabic,Latin‎,4
3023,moroccan arabic,Mozarabic‎,1
3023,moroccan arabic,Old Portuguese‎,1
3023,moroccan arabic,Old Spanish‎,5
3023,moroccan arabic,Ottoman Turkish‎,7
3023,moroccan arabic,Persian‎,5
3023,moroccan arabic,Portuguese‎,0
3023,moroccan arabic,Spanish‎,25
3036,mozarabic,Andalusian Arabic‎,3
3036,mozarabic,Arabic‎,4
3063,mundari,Hindi‎,1
3074,muong,Chinese‎,10
3074,muong,Middle Chinese‎,2
3074,muong,Tai languages‎,1
3074,muong,Vietnamese‎,15
3081,murui huitoto,Spanish‎,4
3088,musi,Javanese‎,1
3099,mwani,Arabic‎,5
3099,mwani,Portuguese‎,3
3099,mwani,Swahili‎,1
3101,mycenaean greek,Pre-Greek‎,2
3101,mycenaean greek,Semitic languages‎,1
3102,mòcheno,English‎,2
3102,mòcheno,French‎,1
3102,mòcheno,German‎,1
3102,mòcheno,Italian‎,16
3102,mòcheno,Middle High German‎,1
3102,mòcheno,Norwegian‎,1
3106,na'vi,Chinese‎,1
3106,na'vi,English‎,20
3106,na'vi,French‎,2
3106,na'vi,German‎,4
3106,na'vi,Hebrew‎,2
3106,na'vi,Swedish‎,1
3111,nafaanra,English‎,1
3118,najdi arabic,Kipchak‎,1
3123,nalca,Indonesian‎,4
3133,nanai,Chinese‎,8
3133,nanai,Manchu‎,7
3133,nanai,Russian‎,1
3153,nauruan,English‎,5
3153,nauruan,German‎,3
3153,nauruan,Gilbertese‎,2
3154,navajo,English‎,55
3154,navajo,Hopi‎,1
3154,navajo,Sinhalese‎,1
3154,navajo,Spanish‎,38
3155,navarro-aragonese,Latin‎,1
3155,navarro-aragonese,Old Spanish‎,1
3158,naxi,Chinese‎,1
3172,neapolitan,Arabic‎,2
3172,neapolitan,English‎,1
3172,neapolitan,French‎,5
3172,neapolitan,Italian‎,1
3172,neapolitan,Latin‎,4
3172,neapolitan,Spanish‎,6
3186,nengone,English‎,1
3189,nepali,Arabic‎,4
3189,nepali,Bengali‎,1
3189,nepali,Classical Persian‎,5
3189,nepali,English‎,35
3189,nepali,French‎,0
3189,nepali,Hindi‎,2
3189,nepali,Persian‎,21
3189,nepali,Portuguese‎,2
3189,nepali,Sanskrit‎,109
3189,nepali,Sikkimese‎,1
3189,nepali,Tibetan‎,2
3192,newar,Arabic‎,1
3192,newar,Indo-Aryan languages‎,2
3192,newar,Nepali‎,2
3192,newar,Sanskrit‎,11
3193,nez perce,English‎,1
3198,ngaju,Malay‎,5
3217,ngazidja comorian,Arabic‎,2
3217,ngazidja comorian,French‎,1
3225,ngiyambaa,English‎,1
3240,nhanda,English‎,1
3243,nias,Malay‎,3
3243,nias,Minangkabau‎,1
3247,nigerian pidgin,English‎,2
3247,nigerian pidgin,Igbo‎,1
3247,nigerian pidgin,Yoruba‎,6
3263,nivaclé,Spanish‎,1
3264,nivkh,Japanese‎,4
3264,nivkh,Manchu‎,2
3264,nivkh,Russian‎,5
3266,niya prakrit,Ancient Greek‎,2
3266,niya prakrit,Iranian languages‎,1
3266,niya prakrit,Middle Persian‎,1
3273,nobiin,Ancient Greek‎,2
3286,norman,Ancient Greek‎,2
3286,norman,Anglo-Norman‎,1
3286,norman,Breton‎,1
3286,norman,Dutch‎,0
3286,norman,Ecclesiastical Latin‎,5
3286,norman,English‎,181
3286,norman,Frankish‎,4
3286,norman,French‎,227
3286,norman,German‎,2
3286,norman,Germanic languages‎,1
3286,norman,Italian‎,2
3286,norman,Late Latin‎,15
3286,norman,Latin‎,154
3286,norman,Medieval Latin‎,5
3286,norman,Middle French‎,6
3286,norman,Old English‎,1
3286,norman,Old French‎,1
3286,norman,Old Norse‎,54
3286,norman,Old Occitan‎,1
3286,norman,Portuguese‎,0
3286,norman,Russian‎,1
3286,norman,Serbo-Croatian‎,0
3286,norman,Spanish‎,1
3286,norman,Vulgar Latin‎,2
3291,north frisian,Latin‎,1
3291,north frisian,Middle Low German‎,1
3293,north levantine arabic,Arabic‎,4
3293,north levantine arabic,Aramaic‎,2
3293,north levantine arabic,English‎,2
3293,north levantine arabic,French‎,4
3293,north levantine arabic,Hijazi Arabic‎,1
3293,north levantine arabic,Kipchak‎,1
3293,north levantine arabic,Ottoman Turkish‎,10
3293,north levantine arabic,Persian‎,2
3293,north levantine arabic,Western Aramaic languages‎,1
3295,north mesopotamian arabic,Kipchak‎,1
3295,north mesopotamian arabic,Ottoman Turkish‎,1
3295,north mesopotamian arabic,Persian‎,1
3306,northern altai,Mongolian‎,2
3306,northern altai,Russian‎,1
3306,northern altai,Written Oirat‎,1
3307,northern amami-oshima,Middle Chinese‎,1
3308,northern bai,Chinese‎,1
3310,northern catanduanes bicolano,Malay‎,1
3310,northern catanduanes bicolano,Spanish‎,4
3312,northern east cree,English‎,3
3318,northern khmer,Teochew‎,1
3319,northern kurdish,Ancient Greek‎,1
3319,northern kurdish,Arabic‎,104
3319,northern kurdish,Armenian‎,50
3319,northern kurdish,Armenian languages‎,1
3319,northern kurdish,Azerbaijani‎,1
3319,northern kurdish,Central Kurdish‎,3
3319,northern kurdish,English‎,4
3319,northern kurdish,French‎,4
3319,northern kurdish,German‎,1
3319,northern kurdish,Italian‎,1
3319,northern kurdish,Latin‎,1
3319,northern kurdish,Middle Armenian‎,1
3319,northern kurdish,Middle Persian‎,1
3319,northern kurdish,Old Anatolian Turkish‎,1
3319,northern kurdish,Old Armenian‎,10
3319,northern kurdish,Ottoman Turkish‎,14
3319,northern kurdish,Persian‎,61
3319,northern kurdish,Proto-Turkic‎,3
3319,northern kurdish,Russian‎,2
3319,northern kurdish,Turkic languages‎,2
3319,northern kurdish,Turkish‎,43
3321,northern ndebele,Afrikaans‎,3
3321,northern ndebele,English‎,5
3326,northern puebla nahuatl,Spanish‎,10
3326,northern puebla nahuatl,Totonacan languages‎,1
3329,northern qiang,Chinese‎,1
3331,northern saharan berber,Algerian Arabic‎,1
3331,northern saharan berber,Arabic‎,1
3332,northern sami,English‎,3
3332,northern sami,Finnish‎,104
3332,northern sami,German‎,1
3332,northern sami,Latin‎,1
3332,northern sami,North Germanic languages‎,2
3332,northern sami,Norwegian‎,303
3332,northern sami,Norwegian Bokmål‎,1
3332,northern sami,Old Norse‎,5
3332,northern sami,Proto-Finnic‎,1
3332,northern sami,Swedish‎,28
3334,northern sotho,Afrikaans‎,4
3334,northern sotho,English‎,5
3337,northern tepehuan,Spanish‎,12
3338,northern thai,Pali‎,7
3338,northern thai,Sanskrit‎,3
3338,northern thai,Thai‎,3
3349,norwegian,Ancient Greek‎,4
3349,norwegian,Arabic‎,2
3349,norwegian,Danish‎,6
3349,norwegian,English‎,24
3349,norwegian,Fijian‎,1
3349,norwegian,Finnish‎,1
3349,norwegian,French‎,10
3349,norwegian,German‎,7
3349,norwegian,Greek‎,1
3349,norwegian,Icelandic‎,2
3349,norwegian,Italian‎,1
3349,norwegian,Latin‎,6
3349,norwegian,Low German‎,1
3349,norwegian,Middle Low German‎,1
3349,norwegian,New Latin‎,1
3349,norwegian,Old Norse‎,1
3349,norwegian,Russian‎,2
3349,norwegian,Sanskrit‎,1
3349,norwegian,Swedish‎,2
3350,norwegian bokmål,Afrikaans‎,1
3350,norwegian bokmål,Ancient Greek‎,22
3350,norwegian bokmål,Arabic‎,8
3350,norwegian bokmål,Biblical Hebrew‎,1
3350,norwegian bokmål,Bulgarian‎,1
3350,norwegian bokmål,Burmese‎,1
3350,norwegian bokmål,Danish‎,23
3350,norwegian bokmål,Dutch‎,6
3350,norwegian bokmål,Ecclesiastical Latin‎,1
3350,norwegian bokmål,English‎,155
3350,norwegian bokmål,Finnish‎,1
3350,norwegian bokmål,French‎,248
3350,norwegian bokmål,German‎,64
3350,norwegian bokmål,German Low German‎,2
3350,norwegian bokmål,Italian‎,32
3350,norwegian bokmål,Lakota‎,1
3350,norwegian bokmål,Late Latin‎,6
3350,norwegian bokmål,Latin‎,143
3350,norwegian bokmål,Low German‎,4
3350,norwegian bokmål,Malagasy‎,1
3350,norwegian bokmål,Medieval Latin‎,9
3350,norwegian bokmål,Middle Low German‎,46
3350,norwegian bokmål,Moroccan Arabic‎,1
3350,norwegian bokmål,New Latin‎,6
3350,norwegian bokmål,Northern Sami‎,4
3350,norwegian bokmål,Norwegian Nynorsk‎,3
3350,norwegian bokmål,Old French‎,4
3350,norwegian bokmål,Old Norse‎,6
3350,norwegian bokmål,Persian‎,1
3350,norwegian bokmål,Polish‎,1
3350,norwegian bokmål,Portuguese‎,5
3350,norwegian bokmål,Proto-Celtic‎,2
3350,norwegian bokmål,Russian‎,10
3350,norwegian bokmål,Sanskrit‎,3
3350,norwegian bokmål,Serbo-Croatian‎,1
3350,norwegian bokmål,Sinhalese‎,1
3350,norwegian bokmål,Spanish‎,6
3350,norwegian bokmål,Swahili‎,1
3350,norwegian bokmål,Swedish‎,13
3350,norwegian bokmål,West Germanic languages‎,2
3351,norwegian nynorsk,Afrikaans‎,2
3351,norwegian nynorsk,Ancient Greek‎,14
3351,norwegian nynorsk,Arabic‎,12
3351,norwegian nynorsk,Biblical Hebrew‎,1
3351,norwegian nynorsk,Bulgarian‎,2
3351,norwegian nynorsk,Burmese‎,1
3351,norwegian nynorsk,Danish‎,24
3351,norwegian nynorsk,Dutch‎,11
3351,norwegian nynorsk,Ecclesiastical Latin‎,1
3351,norwegian nynorsk,English‎,189
3351,norwegian nynorsk,Fijian‎,1
3351,norwegian nynorsk,Finnish‎,1
3351,norwegian nynorsk,French‎,196
3351,norwegian nynorsk,Frisian languages‎,1
3351,norwegian nynorsk,German‎,50
3351,norwegian nynorsk,German Low German‎,2
3351,norwegian nynorsk,Icelandic‎,1
3351,norwegian nynorsk,Italian‎,33
3351,norwegian nynorsk,Japanese‎,1
3351,norwegian nynorsk,Khoekhoe‎,1
3351,norwegian nynorsk,Lakota‎,1
3351,norwegian nynorsk,Late Latin‎,2
3351,norwegian nynorsk,Latin‎,103
3351,norwegian nynorsk,Low German‎,1
3351,norwegian nynorsk,Malagasy‎,1
3351,norwegian nynorsk,Medieval Latin‎,5
3351,norwegian nynorsk,Middle Low German‎,44
3351,norwegian nynorsk,New Latin‎,3
3351,norwegian nynorsk,Northern Sami‎,13
3351,norwegian nynorsk,Norwegian Bokmål‎,13
3351,norwegian nynorsk,Old East Slavic‎,1
3351,norwegian nynorsk,Old French‎,5
3351,norwegian nynorsk,Old Norse‎,12
3351,norwegian nynorsk,Old Swedish‎,1
3351,norwegian nynorsk,Persian‎,2
3351,norwegian nynorsk,Polish‎,2
3351,norwegian nynorsk,Portuguese‎,5
3351,norwegian nynorsk,Russian‎,8
3351,norwegian nynorsk,Sanskrit‎,4
3351,norwegian nynorsk,Serbo-Croatian‎,2
3351,norwegian nynorsk,Sinhalese‎,1
3351,norwegian nynorsk,Spanish‎,7
3351,norwegian nynorsk,Swahili‎,1
3351,norwegian nynorsk,Swedish‎,18
3351,norwegian nynorsk,Turkish‎,1
3351,norwegian nynorsk,Ukrainian‎,1
3356,novial,Esperanto‎,2
3363,nubi,Swahili‎,1
3377,nupe,English‎,2
3377,nupe,Fula‎,1
3377,nupe,Hausa‎,16
3377,nupe,Igbo‎,1
3377,nupe,Yoruba‎,4
3380,nyah kur,Pali‎,1
3380,nyah kur,Thai‎,11
3395,nyishi,Indo-Aryan languages‎,1
3399,nyunga,English‎,1
3400,nyâlayu,English‎,1
3400,nyâlayu,French‎,1
3401,nzadi,French‎,6
3401,nzadi,Kituba‎,2
3401,nzadi,Lingala‎,1
3406,o'odham,Spanish‎,10
3412,occitan,Ancient Greek‎,1
3412,occitan,Arabic‎,4
3412,occitan,Basque‎,1
3412,occitan,Czech‎,1
3412,occitan,Ecclesiastical Latin‎,1
3412,occitan,English‎,3
3412,occitan,Frankish‎,5
3412,occitan,French‎,13
3412,occitan,Gaulish‎,2
3412,occitan,German‎,2
3412,occitan,Italian‎,6
3412,occitan,Late Latin‎,7
3412,occitan,Latin‎,96
3412,occitan,Mandingo‎,1
3412,occitan,Medieval Latin‎,6
3412,occitan,Middle French‎,1
3412,occitan,New Latin‎,1
3412,occitan,Old French‎,2
3412,occitan,Persian‎,1
3412,occitan,Portuguese‎,1
3412,occitan,Proto-Germanic‎,1
3412,occitan,Soninke‎,1
3424,okinawan,Chinese‎,1
3424,okinawan,English‎,3
3424,okinawan,Indonesian‎,1
3424,okinawan,Japanese‎,13
3424,okinawan,Mandarin‎,1
3424,okinawan,Middle Chinese‎,3
3424,okinawan,Mongolian‎,1
3424,okinawan,Portuguese‎,1
3424,okinawan,Spanish‎,1
3431,old anatolian turkish,Chagatai‎,1
3431,old anatolian turkish,Classical Persian‎,1
3431,old anatolian turkish,Persian‎,3
3431,old anatolian turkish,substrate languages‎,1
3432,old armenian,Akkadian‎,7
3432,old armenian,Alanic‎,1
3432,old armenian,Anatolian languages‎,5
3432,old armenian,Ancient Greek‎,138
3432,old armenian,Arabic‎,10
3432,old armenian,Aramaic‎,12
3432,old armenian,Biblical Hebrew‎,0
3432,old armenian,Byzantine Greek‎,4
3432,old armenian,Classical Persian‎,1
3432,old armenian,Classical Syriac‎,69
3432,old armenian,Georgian-Zan languages‎,1
3432,old armenian,Hittite‎,3
3432,old armenian,Hurrian‎,7
3432,old armenian,Hurro-Urartian languages‎,8
3432,old armenian,Indo-Iranian languages‎,1
3432,old armenian,Iranian languages‎,381
3432,old armenian,Kartvelian languages‎,11
3432,old armenian,Koine Greek‎,3
3432,old armenian,Latin‎,2
3432,old armenian,Medieval Latin‎,1
3432,old armenian,Medo-Parthian languages‎,1
3432,old armenian,Middle Armenian‎,1
3432,old armenian,Middle Iranian‎,121
3432,old armenian,Middle Median‎,19
3432,old armenian,Middle Persian‎,50
3432,old armenian,Northeast Caucasian languages‎,5
3432,old armenian,Northern Kurdish‎,1
3432,old armenian,Northwestern Iranian languages‎,8
3432,old armenian,Old Georgian‎,2
3432,old armenian,Old Iranian‎,2
3432,old armenian,Parthian‎,46
3432,old armenian,Persian‎,2
3432,old armenian,Proto-Indo-Iranian‎,1
3432,old armenian,Semitic languages‎,26
3432,old armenian,Southwestern Iranian languages‎,6
3432,old armenian,substrate languages‎,17
3432,old armenian,Sumerian‎,1
3432,old armenian,Turkic languages‎,1
3432,old armenian,Urartian‎,8
3432,old armenian,Western Iranian languages‎,0
3432,old armenian,Zan languages‎,8
3434,old bengali,Dravidian languages‎,1
3437,old catalan,Arabic‎,1
3439,old church slavonic,Ancient Greek‎,19
3439,old church slavonic,Byzantine Greek‎,4
3439,old church slavonic,Gothic‎,1
3439,old church slavonic,Greek‎,1
3439,old church slavonic,Hebrew‎,1
3439,old church slavonic,Koine Greek‎,1
3439,old church slavonic,Latin‎,4
3439,old church slavonic,Oghur languages‎,1
3439,old church slavonic,Old High German‎,1
3441,old czech,Middle High German‎,8
3441,old czech,Old High German‎,8
3442,old danish,Middle Low German‎,1
3443,old dutch,Latin‎,9
3443,old dutch,Old High German‎,1
3444,old east slavic,Ancient Greek‎,2
3444,old east slavic,Arabic‎,1
3444,old east slavic,Latin‎,1
3444,old east slavic,Middle High German‎,0
3444,old east slavic,Middle Iranian‎,1
3444,old east slavic,Old Church Slavonic‎,11
3444,old east slavic,Polish‎,0
3444,old east slavic,Proto-Finnic‎,1
3444,old east slavic,Proto-Norse‎,1
3444,old east slavic,Turkic languages‎,1
3445,old english,Brythonic languages‎,1
3445,old english,Celtic languages‎,2
3445,old english,Ecclesiastical Latin‎,2
3445,old english,Late Latin‎,9
3445,old english,Latin‎,100
3445,old english,Medieval Latin‎,4
3445,old english,Old French‎,2
3445,old english,Old Irish‎,0
3445,old english,Old Norse‎,15
3445,old english,Old Saxon‎,1
3445,old english,Vulgar Latin‎,2
3446,old french,Ancient Greek‎,4
3446,old french,Arabic‎,6
3446,old french,Ecclesiastical Latin‎,9
3446,old french,Frankish‎,103
3446,old french,French‎,1
3446,old french,Gaulish‎,3
3446,old french,Gothic‎,1
3446,old french,Hebrew‎,1
3446,old french,Italian‎,4
3446,old french,Late Latin‎,37
3446,old french,Latin‎,433
3446,old french,Medieval Latin‎,21
3446,old french,Middle Dutch‎,4
3446,old french,Middle English‎,22
3446,old french,Old Breton‎,1
