,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
1009,1009,1009,1009,165,165,নাও,ঢোল,naʊ,ɖʱolɔ,Take it,Drums,1,0.5,0.302083333333333,0.322916666666667,3.0625,0.322916666666667,3,Bengali,Bengali,random,0,-7.5047445,0.86703884601593,0.715930819511414,0.589283406734467,0.995696127414703,0.999480605125427,0.7318926,-0.04657274,0.9969724,0.99954504,0.8674691,-0.04460019,0.99574065,0.99948287,0.87125444,0.7543247,0.9990493,0.99965966,0.99360436,0.98765516,-0.03708484,0.9997201,0.998886,0.9985732,-0.037693255,0.99991274,0.06873329
1010,1010,1010,1010,261,261,মাকৈ,ভুট্টা,makɔɪ,bʱuʈʈa,corn,Corn,1,0.6,0.191666666666667,0.208333333333333,3.425,0.191666666666667,6,Bengali,Bengali,synonym,0,-7.779315,0.812426745891571,0.626448810100555,0.493139117956162,0.999740958213806,0.99849534034729,0.71211183,-0.001219077,0.9997362,0.9988065,0.81268114,0.0025544781,0.99974155,0.99850637,0.8803785,0.7856294,0.9997059,0.9994436,0.99781346,0.9959751,-0.036461107,0.9999568,0.99820566,0.99797106,-0.03751158,0.99987364,0.0686626
1012,1012,1012,1012,128,128,জল,কমল,zɔlɔ,kɔmɔlɔ,Water,Lotus,0.5,0.5,0.336805555555556,0.375,2.97916666666667,0.371527777777778,2,Bengali,Bengali,synonym,0,-12.519804,0.921122252941132,0.70759505033493,0.52168595790863,0.999062418937683,0.999343514442444,0.80952275,-0.041195296,0.9995686,0.9996074,0.92123216,-0.040936228,0.9991276,0.9993617,0.9375963,0.84385157,0.99949825,0.99972147,0.9983624,0.9970122,-0.03785074,0.9999641,0.9987725,0.9983752,-0.03745605,0.99992514,0.049533986
1013,1013,1013,1013,150,150,দুই,দুই,dui,d̪ui,Two,Two,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,2.331895,0.999999463558197,1,0.446392893791199,0.999905347824097,0.999947786331177,0.9919459,-0.03704115,0.99989,0.9998778,0.99999464,-0.03492703,0.9999051,0.99994683,0.9786153,0.95407534,0.9999049,0.9998819,0.9975791,0.9962878,-0.03681323,0.9999593,0.9988055,0.99838626,-0.03740944,0.99992377,-0.040381826
1014,1014,1014,1014,227,227,ভনী,বোন,bʰɔni,bon̪,Sister,Sister,0.6,0.25,0.255208333333333,0.28125,2,0.28125,3,Bengali,Bengali,loan,1,-2.0455518,0.879405200481415,0.639173805713654,0.4471235871315,0.997714698314667,0.998201906681061,0.71787906,-0.033029884,0.9983332,0.99830896,0.8798003,-0.032409694,0.9977149,0.99819964,0.90153474,0.776703,0.99875474,0.99875414,0.9960154,0.98651385,-0.037949458,0.99991256,0.9981005,0.997911,-0.03760735,0.9998682,0.026001692
1015,1015,1015,1015,229,229,ব্যাকৰণ,ব্যাকরণ,biakɔɹɔnɔ,bækɔrɔnɔ,Grammar,Grammar,0.333333333333333,0.111111111111111,0.118055555555556,0.138888888888889,1.19444444444444,0.12962962962963,1,Bengali,Bengali,loan,1,12.706053,0.928741693496704,0.785512626171112,0.372260361909866,0.998079895973206,0.999720752239227,0.82195055,-0.023645155,0.99835515,0.9996965,0.9298827,-0.016118241,0.99810207,0.9997289,0.94984215,0.86545014,0.99879605,0.99977535,0.99575865,0.99235463,-0.03784255,0.99993086,0.9989146,0.99848795,-0.037570916,0.9999239,-0.01219262
1016,1016,1016,1016,210,210,বাজে,ঘোড়া,bazɛ,gʱoɽa,Bad,Horses,1,0.5,0.317708333333333,0.364583333333333,3.25,0.34375,5,Bengali,Bengali,random,0,-21.407097,0.688696324825287,0.694123148918152,0.528592586517334,0.999034702777862,0.999821126461029,0.76706684,-0.04020147,0.9992447,0.9996802,0.6902447,-0.035922907,0.99908036,0.99981576,0.8735251,0.75012296,0.99980545,0.9996763,0.9968842,0.99452966,-0.037136458,0.9999585,0.99890196,0.9984851,-0.037636794,0.99992645,0.0684793
1017,1017,1017,1017,244,244,মই,মাসি,mi,maʃi,I,Aunt,0.5,0.5,0.453125,0.5,3.625,0.5,3,Bengali,Bengali,synonym,0,-5.144187,0.941569566726685,0.691965878009796,0.405967354774475,0.997030079364777,0.999353051185608,0.77286863,-0.029169193,0.9992621,0.99968994,0.94195956,-0.03263184,0.9970944,0.99936414,0.9644301,0.86994874,0.9997524,0.9997566,0.9953233,0.9880658,-0.037685968,0.99979144,0.998764,0.9981117,-0.037265483,0.9999386,-0.0011315383
1019,1019,1019,1019,122,122,ঠেং,মুঠি,tʰɛŋ,muʈʰi,The tail,Fist,1,0.75,0.411458333333333,0.447916666666667,4.5625,0.432291666666667,4,Bengali,Bengali,random,0,-11.093376,0.89562714099884,0.709418535232544,0.461327582597732,0.999320864677429,0.999043524265289,0.80133605,-0.033270303,0.9994177,0.9993174,0.8956758,-0.032870617,0.9993233,0.9990422,0.92027664,0.8299732,0.99958414,0.9995254,0.9974273,0.995075,-0.03636519,0.99995935,0.998736,0.99812,-0.037253372,0.99993986,0.04450748
1020,1020,1020,1020,122,122,চান,মাহতাব,san,maɦt̪ab,Want,Mahtab,0.857142857142857,0.666666666666667,0.493055555555556,0.548611111111111,4.4375,0.545138888888889,5,Bengali,Bengali,synonym,0,-17.875538,0.834725022315979,0.562218129634857,0.495340675115585,0.999094009399414,0.996297180652618,0.61272657,-0.03175933,0.99926966,0.9975523,0.8348439,-0.031749055,0.9990977,0.99630386,0.9044089,0.7391585,0.99948514,0.9977012,0.99725986,0.99572706,-0.03670372,0.9999531,0.9982029,0.9969362,-0.03672612,0.9999529,0.12801483
1021,1021,1021,1021,252,252,মাত,শব্দ,mat,ʃɔbd̪ɔ,The voice,Words,1,0.6,0.470833333333333,0.516666666666667,4.425,0.5125,4,Bengali,Bengali,synonym,0,-16.255333,0.446450918912888,0.612346231937408,0.335782736539841,0.999038517475128,0.999522089958191,0.6249768,-0.0121912975,0.9989319,0.9995207,0.45029736,-0.012819167,0.9990431,0.99952817,0.5594047,0.7767625,0.9995456,0.9996536,0.99810004,0.9947729,-0.03775632,0.99996144,0.9988034,0.9982942,-0.0373549,0.9999337,0.00616686
1022,1022,1022,1022,335,335,সাঁচ,বাস্তব,xãsɔ,baʃt̪ɔbɔ,Templates,Real,0.875,0.714285714285714,0.44047619047619,0.482142857142857,3.75,0.482142857142857,5,Bengali,Bengali,synonym,0,-15.334742,0.858570396900177,0.672800064086914,0.36517995595932,0.998684048652649,0.998758733272552,0.7213343,-0.021670077,0.9990196,0.99873704,0.85867155,-0.021587193,0.9986787,0.9987605,0.8651714,0.75749403,0.99943066,0.99917513,0.9962652,0.9942871,-0.037511446,0.99990225,0.9982758,0.99815655,-0.037426073,0.99988896,0.042429198
1025,1025,1025,1025,165,165,ধন্যবাদ,জাযাকাল্লাহু খাইরান,dʰɔnzɔbad,d͡ʑad͡zakallaɦu kʰairan̪,Thanks,Zayakallahu Khairan,0.875,0.823529411764706,0.525735294117647,0.583333333333333,4.63235294117647,0.583333333333333,17,Bengali,Bengali,synonym,0,-54.71599,0.858006358146668,0.787671804428101,0.431661635637283,0.985750913619995,0.996049165725708,0.82407355,-0.037086494,0.9940076,0.99718815,0.85920936,-0.041049138,0.9859179,0.9960624,0.8694868,0.7929138,0.9878112,0.9967553,0.98605835,0.9645952,-0.03817416,0.9993769,0.99788713,0.99656254,-0.036468532,0.9999568,0.0031616106
1026,1026,1026,1026,42,42,কাণ,কর্ণ,kan,kɔrnɔ,ear,Ears,0.6,0.4,0.379166666666667,0.433333333333333,3.25,0.433333333333333,2,Bengali,Bengali,loan,1,4.4146843,0.898088157176971,0.635470867156982,0.468054562807083,0.998473227024078,0.999760866165161,0.7042006,-0.04187176,0.9990471,0.99979645,0.89857304,-0.043502796,0.99848473,0.9997606,0.95204455,0.80084336,0.99979085,0.9997815,0.9971067,0.99268126,-0.03741684,0.99995255,0.99895465,0.9984717,-0.037664365,0.9999297,0.021002434
1028,1028,1028,1028,116,116,চন্দ্ৰ,চন্দ্র,sɔndɹɔ,t͡ɕɔn̪d̪rɔ,moon,The moon,0.6,0.166666666666667,0.076388888888889,0.090277777777778,1.125,0.076388888888889,1,Bengali,Bengali,synonym,0,-11.495031,0.918038904666901,0.95912504196167,0.55971497297287,0.999320387840271,0.999746978282928,0.95807564,-0.019084569,0.9993414,0.99977106,0.9181626,-0.017765258,0.9993266,0.999748,0.92697024,0.9592382,0.9993894,0.99971294,0.99742687,0.9961481,-0.036601957,0.9999596,0.9988388,0.99841034,-0.037523314,0.99991786,-0.04764834
1029,1029,1029,1029,171,171,পখিলা,পাখা,pɔkʰila,pakʰa,butterfly,Fan,0.428571428571429,0.333333333333333,0.329861111111111,0.361111111111111,2.70833333333333,0.361111111111111,3,Bengali,Bengali,synonym,0,0.071915984,0.906258225440979,0.722257018089294,0.465299218893051,0.997305870056152,0.997700691223144,0.79153776,-0.04936754,0.9976212,0.9984969,0.90648985,-0.045894742,0.9973116,0.99771386,0.9288521,0.8273908,0.9983238,0.9990107,0.9947633,0.98796624,-0.037032455,0.99990046,0.9986524,0.99795926,-0.037070952,0.9999425,-0.0040306533
1030,1030,1030,1030,12,12,আগুনি,তেজ,aguni,t̪ed͡ʑ,Fire,blood,1,0.75,0.416666666666667,0.458333333333333,5.5625,0.442708333333333,5,Bengali,Bengali,synonym,0,-7.6491323,0.898890852928162,0.736324310302734,0.479481130838394,0.995309352874756,0.998021304607391,0.81683713,-0.038447738,0.9955173,0.99827105,0.8994312,-0.033781793,0.9953095,0.99802405,0.9107795,0.83904546,0.99686193,0.9986531,0.99295354,0.97313845,-0.03796643,0.99976456,0.9979104,0.997542,-0.03746192,0.9998609,0.03924095
1032,1032,1032,1032,284,284,লহুন,রউন,lɔɦun,run̪,Blood,Rune,0.8,0.4,0.391666666666667,0.45,3.25,0.433333333333333,3,Bengali,Bengali,loan,1,4.93878,0.878209888935089,0.684051394462585,0.51656574010849,0.999184191226959,0.997163653373718,0.7530574,-0.046396665,0.99937034,0.99712324,0.8787022,-0.04619699,0.9991898,0.9971707,0.90962553,0.81513214,0.9995506,0.998659,0.99339205,0.9856985,-0.0363683,0.999902,0.99769336,0.99690336,-0.036921885,0.9998664,0.008256594
1035,1035,1035,1035,145,145,দাড়ি,দাড়ি,daɹi,d̪aɽi,Beard,Beard,0.4,0,0.0625,0.083333333333333,1.0625,0.0625,0,Bengali,Bengali,loan,1,-5.925724,0.999999761581421,0.999999225139618,0.513602674007416,0.999571740627289,0.999595701694488,0.9721303,-0.03407982,0.99956346,0.9993872,0.9999771,-0.030120993,0.9995841,0.9995903,0.9774781,0.97078776,0.9995593,0.999642,0.99849284,0.9971449,-0.037643827,0.99995506,0.9984296,0.9981613,-0.037050672,0.9999108,0.040656224
1038,1038,1038,1038,169,169,পদুম,পদ্ম,pɔdum,pɔd̪mɔ,The lotus,Lotus,0.333333333333333,0.4,0.141666666666667,0.158333333333333,2.95,0.141666666666667,1,Bengali,Bengali,loan,1,6.49154,0.917161345481873,0.702277660369873,0.430772542953491,0.996022701263428,0.999790608882904,0.7320565,-0.029177722,0.9973563,0.9997664,0.91758764,-0.027440108,0.99603164,0.9997913,0.9470446,0.81926006,0.99908346,0.99974763,0.99457496,0.98644936,-0.037018828,0.9998463,0.9988957,0.998532,-0.0376712,0.9999201,-0.0075930655
1039,1039,1039,1039,23,23,আঁঠু,হাঁটু,ãtʰu,ɦãʈu,knee,Knee,0.75,0.333333333333333,0.244791666666667,0.270833333333333,2,0.270833333333333,3,Bengali,Bengali,synonym,0,-8.459789,0.895650982856751,0.6712486743927,0.557338774204254,0.998352527618408,0.996251404285431,0.84537375,-0.024192045,0.9987831,0.9974158,0.8970409,-0.01638473,0.99839246,0.9962532,0.8580771,0.867785,0.99962175,0.99949616,0.9969444,0.99357796,-0.037525307,0.9999307,0.9976732,0.99717075,-0.03703589,0.9998649,0.034050036
1040,1040,1040,1040,20,20,আজি,আজি,azi,ad͡ʑi,today,today,0.6,0.333333333333333,0.069444444444444,0.069444444444444,0.916666666666667,0.069444444444444,0,Bengali,Bengali,loan,1,4.082276,0.999999642372131,1,0.442252337932587,0.999585926532745,0.999923884868622,0.9731657,-0.037168056,0.9990841,0.9998707,0.99998945,-0.03596159,0.99959385,0.9999249,0.9860951,0.95458347,0.9996551,0.99986875,0.995155,0.98804605,-0.03632952,0.9999143,0.99882233,0.99850786,-0.037613932,0.99991995,0.012086638
1041,1041,1041,1041,217,217,বিজ্ঞান,কেলা,biznan,kela,Science,The banana,0.833333333333333,0.666666666666667,0.361111111111111,0.388888888888889,3.20833333333333,0.388888888888889,6,Bengali,Bengali,random,0,-13.306834,0.739070534706116,0.610018908977508,0.539491891860962,0.999508202075958,0.999096989631653,0.6559099,-0.045528878,0.9998042,0.99937505,0.7396991,-0.044833593,0.99951875,0.99910074,0.77013457,0.7055669,0.99972045,0.99938935,0.99792975,0.99623203,-0.03684182,0.99993247,0.9987453,0.99818397,-0.037157997,0.999933,0.090518735
1043,1043,1043,1043,75,75,গিলা,কণ্ঠ,gila,kɔnʈʰɔ,Swallow,Voice,1,0.6,0.454166666666667,0.491666666666667,4,0.491666666666667,4,Bengali,Bengali,synonym,0,-14.281092,0.781868755817413,0.747103631496429,0.33139431476593,0.995914876461029,0.998471438884735,0.76273894,-0.02874022,0.9961219,0.99858266,0.782415,-0.028233174,0.9959086,0.9984781,0.88873625,0.76788723,0.99912035,0.9993366,0.9919129,0.9829335,-0.03738119,0.99970335,0.9982221,0.99806046,-0.03753276,0.9998712,0.09992378
1044,1044,1044,1044,83,83,গলা,ওলকম,gɔla,olɔkɔmɔ,Throat,Olkam,0.857142857142857,0.571428571428571,0.541666666666667,0.601190476190476,4.42857142857143,0.601190476190476,3,Bengali,Bengali,synonym,0,-18.563236,0.852792680263519,0.679702699184418,0.565757811069489,0.994226157665253,0.998214602470398,0.7922133,-0.06306873,0.99721605,0.99824333,0.85363734,-0.06628209,0.9942043,0.998228,0.9224628,0.8728933,0.99962205,0.9994944,0.9905589,0.98013747,-0.037309248,0.9996017,0.9983527,0.99727875,-0.036827013,0.9999521,0.08950834
1045,1045,1045,1045,209,209,বাঘ,ব্যাঘ্র,bagʱ,bægʱrɔ,Tiger,Tiger,0.5,0.5,0.432291666666667,0.5,3.625,0.5,4,Bengali,Bengali,synonym,0,-4.157877,0.69472599029541,0.613911807537079,0.465862423181534,0.999865055084228,0.994741320610046,0.7580365,-0.03405934,0.9993461,0.9987512,0.69416547,-0.034365535,0.99986094,0.9947944,0.7755829,0.7892728,0.99971324,0.9987821,0.99745244,0.99622643,-0.036697563,0.99996024,0.9979137,0.9964008,-0.036395676,0.99995804,0.14025053
1046,1046,1046,1046,252,252,মাজ,মাঝ,maz,mad͡ʑʱɔ,middle,The middle,0.714285714285714,0.5,0.276041666666667,0.302083333333333,2.5,0.302083333333333,1,Bengali,Bengali,loan,1,8.717791,0.871743261814117,0.772539913654327,0.473180890083313,0.999420344829559,0.999021112918854,0.8204998,-0.031081393,0.99960595,0.9994268,0.87386906,-0.0326742,0.99942195,0.9990287,0.9483745,0.93722355,0.99916923,0.99968827,0.9984304,0.99676865,-0.03763015,0.9999616,0.99885035,0.99847436,-0.037523817,0.9999136,0.029272728
1047,1047,1047,1047,119,119,ঠেং,অঙ্ক,tʰɛŋ,oŋkɔ,The tail,The numbers,1,0.75,0.4375,0.489583333333333,5.75,0.463541666666667,4,Bengali,Bengali,random,0,-9.525055,0.89391440153122,0.763903975486755,0.380220413208008,0.998456358909607,0.999811351299286,0.78000164,-0.047008924,0.99907035,0.9995915,0.8946318,-0.042018715,0.99846804,0.9998096,0.90364254,0.80822057,0.9992814,0.9997955,0.99635196,0.99506617,-0.037352774,0.9999305,0.9988369,0.9985174,-0.03756614,0.99992293,0.03698085
1050,1050,1050,1050,276,276,যোনি,নীল,zʊni,n̪ilɔ,Vagina,Blue,1,0.5,0.145833333333333,0.145833333333333,2.1875,0.145833333333333,4,Bengali,Bengali,random,0,-7.565811,0.870153903961181,0.6728355884552,0.547921121120453,0.995753943920136,0.999555885791779,0.73237765,-0.042108133,0.99636567,0.99971896,0.8713331,-0.048082247,0.9956951,0.99955744,0.91491216,0.81103945,0.9978447,0.99978167,0.99604255,0.9895263,-0.03810681,0.9998446,0.99879706,0.99833536,-0.037382334,0.9999312,0.05196637
1051,1051,1051,1051,315,315,সমান,সমানে,xɔman,ʃɔman̪e,Equal,Equally,0.428571428571429,0.333333333333333,0.180555555555555,0.201388888888889,1.52083333333333,0.197916666666667,1,Bengali,Bengali,loan,1,6.3155093,0.913848161697388,0.673214077949524,0.447103083133698,0.999697327613831,0.999873399734497,0.7536458,-0.035976112,0.9997294,0.9998741,0.914082,-0.039102647,0.9996966,0.9998743,0.9490775,0.83629394,0.9997083,0.9997975,0.9986334,0.99400115,-0.03675436,0.9999561,0.9988503,0.99851763,-0.037609622,0.99992037,0.021728683
1053,1053,1053,1053,204,204,প্ৰাচীন,পুরোনো,pɹasin,puron̪o,Ancient,Old,0.857142857142857,0.5,0.246527777777778,0.3125,3.66666666666667,0.246527777777778,6,Bengali,Bengali,synonym,0,-13.92916,0.882854700088501,0.601235210895538,0.29597270488739,0.999138474464416,0.9992715716362,0.66056013,-0.016815305,0.9992181,0.99919415,0.88356435,-0.014110504,0.99913895,0.9992867,0.9118622,0.82447153,0.9996072,0.99960965,0.9975873,0.99287134,-0.03753736,0.9999489,0.9987634,0.99837303,-0.037519105,0.9999074,0.0018242989
1054,1054,1054,1054,275,275,যুদ্ধ,হামি,zuddʰɔ,ɦami,War,Hami,1,0.6,0.325,0.35,3.65,0.341666666666667,5,Bengali,Bengali,random,0,-12.968454,0.733268201351166,0.679014503955841,0.532713115215302,0.999149680137634,0.999019205570221,0.7500012,-0.04894325,0.999407,0.999256,0.73358905,-0.055900216,0.99916077,0.99902064,0.82194126,0.7442527,0.9990688,0.99942845,0.99698126,0.991716,-0.037818503,0.99994415,0.9987261,0.9981688,-0.037300207,0.99993503,-0.004446953
1056,1056,1056,1056,306,306,সকলো,মূল,xɔkɔlʊ,mulɔ,everything,Original,0.833333333333333,0.5,0.375,0.409722222222222,3.5,0.409722222222222,3,Bengali,Bengali,random,0,-13.444746,0.8396115899086,0.621018767356873,0.409106135368347,0.99736624956131,0.999542236328125,0.6902081,-0.0351958,0.9979346,0.999572,0.8407043,-0.03141519,0.9974133,0.99954104,0.90236664,0.7933924,0.9988241,0.99965423,0.9962578,0.9872984,-0.037465155,0.9999313,0.998645,0.9982635,-0.037174888,0.99992615,-0.003803458
1057,1057,1057,1057,113,113,জানা,কাঁচ,zana,kãt͡ɕɔ,To know,Glass,1,0.75,0.192708333333333,0.197916666666667,2.53125,0.192708333333333,3,Bengali,Bengali,random,0,-4.1083274,0.886122405529022,0.578074753284454,0.423406034708023,0.999685525894165,0.999185681343079,0.6780131,-0.031845063,0.9997357,0.9993643,0.8867147,-0.031647287,0.999689,0.99918276,0.9079161,0.84653234,0.9996922,0.9996178,0.9988158,0.9971236,-0.03788182,0.9999589,0.9987565,0.99806845,-0.03723487,0.9999416,0.025684398
1058,1058,1058,1058,245,245,মাকৈ,ভুট্টা,makɔɪ,bʱuʈʈa,corn,Corn,1,0.6,0.191666666666667,0.208333333333333,3.425,0.191666666666667,6,Bengali,Bengali,synonym,0,-7.779315,0.812426745891571,0.626448810100555,0.493146151304245,0.999740958213806,0.99849534034729,0.71211183,-0.001219077,0.9997362,0.9988065,0.81268114,0.0025544781,0.99974155,0.99850637,0.8803785,0.78562933,0.9997059,0.9994436,0.99781346,0.9959751,-0.036461107,0.9999568,0.99820566,0.9979712,-0.03751158,0.99987364,0.0686626
1059,1059,1059,1059,111,111,জল,ডাঁশ,zɔlɔ,ɖãʃɔ,Water,Bite,0.75,0.5,0.125,0.125,1.8125,0.125,4,Bengali,Bengali,random,0,-7.4195538,0.800895810127258,0.626150965690613,0.467218071222305,0.99647182226181,0.997768998146057,0.6880727,-0.021729065,0.9981792,0.9986547,0.80195403,-0.021223411,0.9965052,0.99778897,0.81152725,0.74369025,0.99910873,0.9990804,0.992377,0.9781706,-0.035819445,0.9997309,0.9983092,0.9970964,-0.036560908,0.99995166,0.048050508
1060,1060,1060,1060,318,318,শ্রী,অশোত,xɹi,oʃot̪,Mr.,Ashot,1,0.75,0.395833333333333,0.447916666666667,5.28125,0.421875,4,Bengali,Bengali,synonym,0,-10.280434,0.900378048419952,0.635307550430298,0.458356857299805,0.999364018440247,0.997196137905121,0.7342901,-0.026874509,0.9993785,0.9992514,0.9006858,-0.024514966,0.99937606,0.99729955,0.90667546,0.74947655,0.99963987,0.9992736,0.9972969,0.994162,-0.035875723,0.9999371,0.99858844,0.9977093,-0.036670163,0.9999402,0.06311086
1062,1062,1062,1062,189,189,পুলি,পোলা,puli,pola,Seedlings,Pola,0.5,0,0.041666666666667,0.041666666666667,0.5,0.041666666666667,2,Bengali,Bengali,loan,1,-2.5442386,0.8478764295578,0.834113121032715,0.443144142627716,0.997515678405762,0.999316811561584,0.84834933,-0.02323909,0.99793303,0.9994033,0.84857875,-0.024608942,0.9975343,0.9993195,0.8740952,0.8839294,0.9990827,0.9995315,0.9969087,0.9915948,-0.03696276,0.99993855,0.99834937,0.9980383,-0.036948092,0.99991107,-0.020813715
1063,1063,1063,1063,19,19,অনুবাদ,তর্জমা,ɔnubad,t̪ɔrd͡ʑɔma,Translation,Translation,0.9,0.714285714285714,0.351190476190476,0.404761904761905,4,0.363095238095238,6,Bengali,Bengali,synonym,0,-14.171899,0.791011154651642,0.546297311782837,0.488752782344818,0.999015927314758,0.995421767234802,0.62935543,-0.027302004,0.99928117,0.9983229,0.79160404,-0.038291756,0.9990628,0.995481,0.83060527,0.6850361,0.99976873,0.9987204,0.9977374,0.996129,-0.03683592,0.99995923,0.99817765,0.997184,-0.0363514,0.9999501,0.018596161
1065,1065,1065,1065,6,6,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.369791666666667,0.395833333333333,3.78125,0.390625,3,Bengali,Bengali,loan,1,-0.0887388,0.825560927391052,0.527584671974182,0.522469162940979,0.99987804889679,0.999371111392975,0.61637163,-0.0262781,0.9998904,0.9994794,0.82585895,-0.028467093,0.9998793,0.99937296,0.8610579,0.63397676,0.999884,0.99942654,0.99713594,0.99559426,-0.037100065,0.99995697,0.9988879,0.998459,-0.037627745,0.99991214,0.01808038
1067,1067,1067,1067,70,70,ক্ৰিয়া,বেঁকা,kɹija,bẽka,Action,curved,0.8,0.8,0.283333333333333,0.3,3.25,0.3,6,Bengali,Bengali,random,0,-14.845432,0.854591727256775,0.581833183765411,0.445616602897644,0.999302089214325,0.998774945735931,0.62104154,-0.035387732,0.9995249,0.99923885,0.85502714,-0.028518854,0.99930364,0.9987846,0.91509765,0.7891884,0.9994832,0.9995292,0.9973881,0.99493575,-0.03632938,0.9999605,0.9987269,0.99809265,-0.037160814,0.99993896,0.0022198623
